case_id,dispute_amount,days_overdue,buyer_type,sector,state,has_agreement,agreed_credit_days,buyer_gst_compliant,invoice_count,interest_amount,cross_state,settlement_probability,recovery_percentage,resolution_days
NS-ML-01083,1143174.14,83,Private Ltd,Manufacturing,Maharashtra,False,0,True,5,91453.93,True,0.5969,65.52,76.16
NS-ML-01084,346807.05,87,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,27744.56,True,0.7074,80.93,96.22
NS-ML-01085,1506894.01,42,PSU,Manufacturing,Uttar Pradesh,False,0,True,2,120551.52,False,0.6916,92.39,119.59
NS-ML-01086,161434.15,92,Private Ltd,Manufacturing,Delhi,True,45,True,2,12914.73,False,0.7296,83.94,80.25
NS-ML-01087,98570.54,124,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,2,7885.64,True,0.6605,61.16,135.55
NS-ML-01088,171105.37,151,PSU,Manufacturing,Gujarat,True,45,True,1,13688.43,True,0.9074,100.0,160.84
NS-ML-01089,164098.37,32,Private Ltd,Manufacturing,Karnataka,True,45,True,2,13127.87,True,0.6958,79.4,94.64
NS-ML-01090,836301.85,64,Private Ltd,Services,Karnataka,False,0,True,1,66904.15,True,0.786,74.93,108.72
NS-ML-01091,55859.15,256,Proprietorship,Manufacturing,Maharashtra,False,0,True,1,4468.73,False,0.5338,59.07,52.52
NS-ML-01092,543918.18,132,Private Ltd,Services,Uttar Pradesh,True,45,False,1,43513.45,False,0.7674,78.84,147.36
NS-ML-01093,157859.12,175,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,12628.73,True,0.6316,68.95,59.71
NS-ML-01094,217061.69,95,PSU,Manufacturing,Gujarat,False,0,False,3,17364.93,True,0.7982,78.04,150.77
NS-ML-01095,532286.96,122,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,5,42582.96,False,0.692,59.52,136.59
NS-ML-01096,558832.27,75,Proprietorship,Manufacturing,Maharashtra,False,0,True,2,44706.58,True,0.6375,54.7,84.7
NS-ML-01097,764485.01,34,Private Ltd,Services,Uttar Pradesh,True,45,True,2,61158.8,False,0.6927,86.65,128.24
NS-ML-01098,247136.88,169,PSU,Manufacturing,Maharashtra,False,0,True,2,19770.95,True,0.7849,92.18,64.75
NS-ML-01099,325473.57,42,Proprietorship,Services,Tamil Nadu,False,0,True,5,26037.89,False,0.6219,59.14,58.97
NS-ML-01100,303434.14,245,PSU,Manufacturing,Gujarat,True,45,True,4,24274.73,False,0.8352,98.84,122.53
NS-ML-01101,745502.52,91,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,5,59640.2,True,0.6196,77.65,103.79
NS-ML-01102,225457.62,108,Private Ltd,Services,Tamil Nadu,True,45,True,2,18036.61,True,0.8213,92.19,104.01
NS-ML-01103,107561.77,159,PSU,Services,Gujarat,True,45,True,1,8604.94,False,0.7,100.0,116.44
NS-ML-01104,300284.94,71,Private Ltd,Services,Karnataka,True,45,True,3,24022.8,False,0.7916,85.63,84.09
NS-ML-01105,59471.31,52,Private Ltd,Services,Uttar Pradesh,True,45,True,4,4757.7,True,0.7542,89.62,102.21
NS-ML-01106,251958.07,239,Private Ltd,Services,Maharashtra,True,45,True,1,20156.65,True,0.7489,90.6,66.31
NS-ML-01107,402644.86,97,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,5,32211.59,False,0.8441,84.22,77.41
NS-ML-01108,1562747.68,42,Private Ltd,Services,Maharashtra,False,0,True,2,125019.81,False,0.5992,77.7,51.15
NS-ML-01109,101225.29,128,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,5,8098.02,False,0.5979,79.09,89.6
NS-ML-01110,207925.4,67,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,16634.03,False,0.7327,92.2,122.26
NS-ML-01111,264289.45,68,Proprietorship,Services,Maharashtra,False,0,True,4,21143.16,False,0.6272,49.31,98.37
NS-ML-01112,144048.5,135,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,5,11523.88,True,0.7102,88.63,96.16
NS-ML-01113,137500.17,37,Private Ltd,Services,Maharashtra,True,45,True,4,11000.01,True,0.7784,76.5,46.19
NS-ML-01114,916521.67,56,Private Ltd,Manufacturing,Gujarat,True,45,False,1,73321.73,False,0.78,84.42,69.75
NS-ML-01115,29028.98,124,PSU,Manufacturing,Tamil Nadu,True,45,True,2,2322.32,False,0.8533,95.4,134.39
NS-ML-01116,258170.72,113,Proprietorship,Services,Uttar Pradesh,True,45,True,2,20653.66,True,0.6003,65.99,112.98
NS-ML-01117,389388.25,120,Proprietorship,Manufacturing,Karnataka,False,0,True,3,31151.06,True,0.6223,58.09,112.7
NS-ML-01118,1024707.77,120,Central Govt,Manufacturing,Gujarat,False,0,True,5,81976.62,False,0.598,92.52,165.03
NS-ML-01119,189941.19,89,Private Ltd,Manufacturing,Gujarat,False,0,True,3,15195.3,True,0.7984,61.58,103.49
NS-ML-01120,533855.93,98,Private Ltd,Manufacturing,Maharashtra,False,0,True,3,42708.47,False,0.6262,78.59,66.89
NS-ML-01121,298086.94,43,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,2,23846.95,True,0.6645,74.34,134.72
NS-ML-01122,252745.36,170,Proprietorship,Manufacturing,Maharashtra,True,45,True,1,20219.63,False,0.7884,64.17,69.88
NS-ML-01123,330514.53,59,Central Govt,Manufacturing,Maharashtra,True,45,True,5,26441.16,False,0.843,97.38,68.7
NS-ML-01124,1651068.24,97,Private Ltd,Services,Uttar Pradesh,False,0,False,1,132085.46,True,0.5124,76.2,120.91
NS-ML-01125,75152.97,182,State Govt,Manufacturing,Karnataka,True,45,True,2,6012.24,False,0.8315,100.0,111.99
NS-ML-01126,690317.46,39,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,4,55225.4,False,0.6977,85.49,92.95
NS-ML-01127,267454.64,134,PSU,Services,Tamil Nadu,True,45,True,2,21396.37,False,0.7832,99.19,144.35
NS-ML-01128,344698.99,86,Private Ltd,Manufacturing,Delhi,True,45,True,4,27575.92,False,0.7662,80.52,89.55
NS-ML-01129,76003.71,57,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,6080.3,False,0.8323,80.18,59.43
NS-ML-01130,163259.5,251,Proprietorship,Services,Delhi,True,45,False,3,13060.76,False,0.6012,69.67,77.89
NS-ML-01131,461794.79,82,PSU,Manufacturing,Tamil Nadu,True,45,True,4,36943.58,True,0.7712,99.06,149.07
NS-ML-01132,87932.48,70,PSU,Manufacturing,Delhi,True,45,True,4,7034.6,True,0.8098,100.0,164.74
NS-ML-01133,157076.73,41,Proprietorship,Manufacturing,Maharashtra,False,0,True,4,12566.14,False,0.5254,62.02,85.63
NS-ML-01134,339753.62,107,Private Ltd,Manufacturing,Uttar Pradesh,False,0,False,1,27180.29,True,0.7479,67.37,124.42
NS-ML-01135,277874.76,48,PSU,Manufacturing,Maharashtra,True,45,False,1,22229.98,True,0.8573,100.0,83.22
NS-ML-01136,442320.45,99,Proprietorship,Services,Tamil Nadu,True,45,True,2,35385.64,False,0.5928,81.41,71.55
NS-ML-01137,39165.55,215,Private Ltd,Services,Delhi,False,0,True,5,3133.24,False,0.6888,55.61,80.99
NS-ML-01138,3089067.94,74,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,2,247125.43,True,0.6966,89.61,140.19
NS-ML-01139,812045.19,126,PSU,Manufacturing,Uttar Pradesh,True,45,True,2,64963.62,False,0.8214,96.45,116.53
NS-ML-01140,175168.75,62,Proprietorship,Manufacturing,Delhi,False,0,True,5,14013.5,False,0.5898,52.49,76.6
NS-ML-01141,141485.84,54,PSU,Services,Maharashtra,True,45,True,1,11318.87,True,0.6906,100.0,72.38
NS-ML-01142,217736.75,126,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,3,17418.94,False,0.5624,71.66,114.22
NS-ML-01143,1381546.19,145,Private Ltd,Services,Delhi,False,0,True,5,110523.69,True,0.6416,80.96,121.12
NS-ML-01144,133787.8,38,Proprietorship,Manufacturing,Tamil Nadu,False,0,True,3,10703.02,False,0.4778,61.45,52.06
NS-ML-01145,1735980.09,39,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,138878.41,True,0.6917,88.75,64.99
NS-ML-01146,110503.71,133,State Govt,Services,Maharashtra,False,0,True,5,8840.3,False,0.6897,92.14,86.76
NS-ML-01147,327648.7,134,PSU,Services,Maharashtra,True,45,True,4,26211.9,False,0.8342,100.0,68.5
NS-ML-01148,531785.49,63,Proprietorship,Services,Tamil Nadu,True,45,True,2,42542.84,False,0.7123,80.46,68.01
NS-ML-01149,128037.88,175,PSU,Services,Delhi,True,45,False,4,10243.03,True,0.8538,95.48,147.43
NS-ML-01150,578989.55,249,Private Ltd,Services,Karnataka,False,0,True,1,46319.16,False,0.6415,66.66,82.72
NS-ML-01151,658854.7,105,Private Ltd,Services,Uttar Pradesh,False,0,True,3,52708.38,False,0.7038,75.35,112.36
NS-ML-01152,246437.04,178,State Govt,Manufacturing,Uttar Pradesh,False,0,True,4,19714.96,False,0.6764,81.07,104.99
NS-ML-01153,1330965.92,46,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,4,106477.27,False,0.6487,90.32,113.22
NS-ML-01154,218093.52,159,Proprietorship,Services,Gujarat,False,0,True,2,17447.48,False,0.4815,56.84,82.04
NS-ML-01155,106946.16,59,Proprietorship,Manufacturing,Tamil Nadu,False,0,True,4,8555.69,False,0.5307,43.12,76.28
NS-ML-01156,121973.06,144,Private Ltd,Services,Maharashtra,False,0,False,2,9757.84,False,0.7222,69.53,78.55
NS-ML-01157,241474.35,275,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,5,19317.95,False,0.6725,77.41,118.71
NS-ML-01158,281968.67,113,Private Ltd,Services,Tamil Nadu,True,45,True,1,22557.49,True,0.6455,78.74,101.85
NS-ML-01159,52655.36,119,Private Ltd,Services,Delhi,True,45,True,1,4212.43,False,0.7281,94.95,74.9
NS-ML-01160,179852.56,122,State Govt,Services,Karnataka,True,45,True,3,14388.2,True,0.8137,95.63,159.08
NS-ML-01161,236061.2,107,Private Ltd,Services,Delhi,True,45,True,3,18884.9,False,0.6858,80.95,68.35
NS-ML-01162,454466.82,109,Private Ltd,Services,Delhi,True,45,True,4,36357.35,False,0.7789,89.64,97.36
NS-ML-01163,727377.04,119,PSU,Services,Delhi,True,45,True,2,58190.16,False,0.922,97.71,116.07
NS-ML-01164,798242.98,51,Private Ltd,Services,Delhi,False,0,True,3,63859.44,True,0.7639,68.23,85.78
NS-ML-01165,1079338.26,193,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,86347.06,False,0.7004,86.35,89.64
NS-ML-01166,399129.92,51,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,3,31930.39,True,0.648,65.64,100.46
NS-ML-01167,25000.0,93,Private Ltd,Services,Uttar Pradesh,True,45,True,3,2000.0,True,0.6545,88.06,118.95
NS-ML-01168,123663.97,103,PSU,Services,Maharashtra,True,45,True,1,9893.12,False,0.8294,100.0,88.95
NS-ML-01169,109849.3,98,Private Ltd,Services,Karnataka,False,0,False,2,8787.94,False,0.5884,63.35,83.49
NS-ML-01170,220042.25,44,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,17603.38,False,0.7335,91.02,63.65
NS-ML-01171,29811.23,76,State Govt,Manufacturing,Gujarat,True,45,False,4,2384.9,True,0.7609,94.69,173.27
NS-ML-01172,1990203.37,148,State Govt,Manufacturing,Uttar Pradesh,True,45,False,2,159216.27,False,0.7023,97.88,121.87
NS-ML-01173,208011.11,116,Private Ltd,Manufacturing,Delhi,False,0,True,5,16640.89,False,0.7256,60.62,87.4
NS-ML-01174,307541.74,34,PSU,Manufacturing,Gujarat,False,0,True,3,24603.34,True,0.6908,79.54,127.89
NS-ML-01175,608377.33,48,Private Ltd,Services,Uttar Pradesh,False,0,True,2,48670.19,True,0.603,67.04,143.95
NS-ML-01176,234748.55,52,Private Ltd,Manufacturing,Delhi,True,45,True,5,18779.88,False,0.7758,89.15,86.48
NS-ML-01177,1787270.57,34,Private Ltd,Services,Delhi,False,0,True,2,142981.65,False,0.5858,71.51,99.42
NS-ML-01178,170625.24,87,Private Ltd,Services,Maharashtra,False,0,True,3,13650.02,False,0.628,71.53,70.19
NS-ML-01179,162124.14,104,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,3,12969.93,False,0.6749,84.88,92.31
NS-ML-01180,309199.35,191,Private Ltd,Services,Gujarat,False,0,True,2,24735.95,True,0.6461,79.03,114.17
NS-ML-01181,874092.4,47,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,69927.39,False,0.7739,93.45,124.21
NS-ML-01182,136650.51,129,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,3,10932.04,True,0.5979,76.03,92.09
NS-ML-01183,665354.07,341,PSU,Services,Maharashtra,True,45,True,4,53228.33,True,0.9058,99.28,72.62
NS-ML-01184,186579.86,63,State Govt,Manufacturing,Delhi,False,0,False,4,14926.39,True,0.7324,79.51,139.05
NS-ML-01185,325003.28,98,Private Ltd,Services,Delhi,False,0,True,4,26000.26,True,0.7045,63.54,118.51
NS-ML-01186,305578.86,235,PSU,Manufacturing,Delhi,False,0,True,3,24446.31,True,0.7076,85.39,154.31
NS-ML-01187,410386.74,234,State Govt,Services,Uttar Pradesh,True,45,True,2,32830.94,True,0.8246,100.0,136.73
NS-ML-01188,1176799.04,76,Private Ltd,Manufacturing,Gujarat,True,45,True,5,94143.92,False,0.7197,86.12,107.39
NS-ML-01189,344339.34,98,Private Ltd,Manufacturing,Karnataka,True,45,True,3,27547.15,True,0.7243,85.27,102.87
NS-ML-01190,166969.87,84,State Govt,Manufacturing,Tamil Nadu,True,45,True,1,13357.59,False,0.8382,100.0,126.36
NS-ML-01191,340812.94,137,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,2,27265.04,False,0.7691,75.62,129.58
NS-ML-01192,349960.65,122,State Govt,Services,Karnataka,True,45,True,2,27996.85,True,0.8031,98.45,147.95
NS-ML-01193,178055.62,107,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,2,14244.45,True,0.582,59.97,136.35
NS-ML-01194,922659.23,213,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,1,73812.74,False,0.6122,70.07,119.18
NS-ML-01195,1033607.03,80,Private Ltd,Services,Maharashtra,False,0,True,4,82688.56,False,0.6754,78.86,73.02
NS-ML-01196,564048.37,98,PSU,Manufacturing,Maharashtra,True,45,True,2,45123.87,True,0.8126,100.0,97.0
NS-ML-01197,186152.53,68,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,1,14892.2,False,0.6619,81.21,132.64
NS-ML-01198,330148.71,44,Private Ltd,Manufacturing,Maharashtra,True,45,True,1,26411.9,True,0.7968,77.14,77.23
NS-ML-01199,96823.45,110,Private Ltd,Services,Tamil Nadu,False,0,True,3,7745.88,False,0.5655,65.14,89.81
NS-ML-01200,107022.03,42,Private Ltd,Services,Maharashtra,False,0,True,1,8561.76,False,0.8601,68.7,64.37
NS-ML-01201,822358.94,131,PSU,Manufacturing,Gujarat,False,0,True,1,65788.72,False,0.7107,88.82,121.69
NS-ML-01202,142036.78,111,Proprietorship,Manufacturing,Gujarat,False,0,False,3,11362.94,False,0.5725,66.17,94.01
NS-ML-01203,168880.81,67,Private Ltd,Manufacturing,Gujarat,False,0,True,2,13510.47,False,0.6865,80.25,81.13
NS-ML-01204,714854.12,197,Private Ltd,Manufacturing,Karnataka,False,0,True,3,57188.33,False,0.653,76.36,79.77
NS-ML-01205,322890.07,84,PSU,Manufacturing,Karnataka,False,0,True,1,25831.21,True,0.8697,79.31,145.37
NS-ML-01206,96930.02,81,PSU,Services,Karnataka,True,45,False,2,7754.4,False,0.8373,99.09,135.65
NS-ML-01207,162790.79,241,Proprietorship,Manufacturing,Uttar Pradesh,True,45,False,4,13023.26,False,0.7018,83.73,136.12
NS-ML-01208,69031.85,72,Private Ltd,Manufacturing,Gujarat,False,0,True,1,5522.55,False,0.6329,73.87,94.16
NS-ML-01209,78793.36,147,Private Ltd,Manufacturing,Delhi,True,45,False,5,6303.47,False,0.7828,82.56,85.93
NS-ML-01210,335103.34,133,Private Ltd,Manufacturing,Delhi,False,0,True,3,26808.27,False,0.6964,60.86,81.21
NS-ML-01211,168709.98,101,Proprietorship,Services,Delhi,True,45,True,1,13496.8,False,0.6832,84.18,89.12
NS-ML-01212,997661.99,42,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,79812.96,True,0.8061,75.79,104.69
NS-ML-01213,50500.15,113,PSU,Manufacturing,Karnataka,True,45,True,4,4040.01,True,0.8602,97.04,144.7
NS-ML-01214,608475.57,68,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,48678.05,True,0.6646,71.83,88.05
NS-ML-01215,54878.98,122,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,4390.32,True,0.7755,86.11,136.18
NS-ML-01216,315439.24,140,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,25235.14,False,0.7061,91.46,92.64
NS-ML-01217,572885.57,214,Proprietorship,Services,Gujarat,False,0,True,4,45830.85,True,0.5152,50.68,131.2
NS-ML-01218,288410.11,47,Private Ltd,Services,Uttar Pradesh,False,0,True,4,23072.81,False,0.6211,76.5,100.0
NS-ML-01219,243521.63,92,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,19481.73,False,0.6871,72.36,86.2
NS-ML-01220,151284.75,174,Proprietorship,Manufacturing,Karnataka,False,0,True,1,12102.78,False,0.5288,59.56,86.33
NS-ML-01221,324415.8,60,PSU,Manufacturing,Maharashtra,False,0,True,5,25953.26,False,0.7112,74.45,80.61
NS-ML-01222,304661.75,37,Private Ltd,Services,Gujarat,False,0,True,3,24372.94,False,0.6744,65.0,89.15
NS-ML-01223,247087.55,206,State Govt,Services,Maharashtra,True,45,True,3,19767.0,True,0.7579,97.22,66.02
NS-ML-01224,687172.5,156,Private Ltd,Manufacturing,Gujarat,False,0,True,3,54973.8,True,0.7338,74.86,82.53
NS-ML-01225,349200.21,199,PSU,Manufacturing,Gujarat,False,0,True,5,27936.02,False,0.7389,91.61,137.47
NS-ML-01226,227481.99,41,PSU,Manufacturing,Tamil Nadu,True,45,True,5,18198.56,False,0.76,100.0,115.45
NS-ML-01227,188297.81,83,Central Govt,Services,Karnataka,False,0,True,2,15063.83,True,0.7534,81.43,161.59
NS-ML-01228,838308.96,260,Private Ltd,Services,Karnataka,True,45,False,3,67064.72,True,0.6898,90.43,87.22
NS-ML-01229,1298147.43,47,Private Ltd,Services,Uttar Pradesh,False,0,True,4,103851.79,False,0.5857,62.52,160.68
NS-ML-01230,72138.99,292,Private Ltd,Manufacturing,Karnataka,True,45,True,3,5771.12,False,0.7572,93.96,84.54
NS-ML-01231,569844.12,92,State Govt,Manufacturing,Gujarat,True,45,True,1,45587.53,False,0.9294,89.64,117.63
NS-ML-01232,605868.07,49,PSU,Services,Uttar Pradesh,False,0,True,3,48469.45,False,0.7667,90.16,119.1
NS-ML-01233,870056.32,259,PSU,Manufacturing,Uttar Pradesh,True,45,False,3,69604.51,True,0.8561,100.0,113.7
NS-ML-01234,884480.55,58,Proprietorship,Manufacturing,Uttar Pradesh,False,0,True,2,70758.44,True,0.5937,61.27,96.76
NS-ML-01235,153881.05,66,Proprietorship,Manufacturing,Gujarat,False,0,True,3,12310.48,True,0.5044,52.97,99.09
NS-ML-01236,339846.16,259,PSU,Services,Tamil Nadu,False,0,False,1,27187.69,False,0.6314,77.71,116.26
NS-ML-01237,314474.73,88,State Govt,Services,Uttar Pradesh,True,45,True,3,25157.98,False,0.6712,100.0,139.73
NS-ML-01238,211084.43,83,PSU,Manufacturing,Delhi,True,45,True,4,16886.75,False,0.7943,100.0,134.36
NS-ML-01239,107738.63,106,Central Govt,Manufacturing,Uttar Pradesh,True,45,True,1,8619.09,False,0.8047,94.21,127.29
NS-ML-01240,336097.03,70,Proprietorship,Services,Maharashtra,True,45,False,1,26887.76,False,0.6257,79.32,92.62
NS-ML-01241,407570.72,154,Proprietorship,Manufacturing,Delhi,True,45,True,4,32605.66,False,0.6645,70.94,79.31
NS-ML-01242,535728.93,158,Private Ltd,Services,Delhi,False,0,True,1,42858.31,False,0.7263,70.93,73.84
NS-ML-01243,401075.13,95,PSU,Services,Delhi,False,0,True,4,32086.01,True,0.8554,78.3,125.4
NS-ML-01244,77581.35,244,Private Ltd,Manufacturing,Gujarat,True,45,True,1,6206.51,True,0.6151,81.32,103.91
NS-ML-01245,642529.19,30,State Govt,Services,Maharashtra,True,45,True,1,51402.33,True,0.8761,99.65,94.85
NS-ML-01246,244124.0,85,Private Ltd,Services,Maharashtra,False,0,True,4,19529.92,False,0.5673,80.87,75.56
NS-ML-01247,823367.43,121,State Govt,Services,Gujarat,True,45,True,3,65869.39,True,0.745,99.2,142.79
NS-ML-01248,582270.33,141,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,46581.63,True,0.6869,83.42,76.89
NS-ML-01249,1497595.77,88,Private Ltd,Manufacturing,Karnataka,True,45,True,1,119807.66,False,0.655,82.14,98.38
NS-ML-01250,50398.18,43,Private Ltd,Services,Uttar Pradesh,True,45,True,1,4031.85,False,0.7976,82.79,144.33
NS-ML-01251,206682.5,198,PSU,Services,Uttar Pradesh,False,0,True,5,16534.6,True,0.6781,82.23,117.88
NS-ML-01252,157070.29,110,Proprietorship,Services,Maharashtra,True,45,True,1,12565.62,False,0.7037,73.95,69.06
NS-ML-01253,41833.33,56,Private Ltd,Services,Tamil Nadu,True,45,True,5,3346.67,True,0.7163,82.14,97.6
NS-ML-01254,770300.86,114,Private Ltd,Services,Gujarat,True,45,True,1,61624.07,False,0.8033,89.56,77.22
NS-ML-01255,374698.64,95,Proprietorship,Services,Delhi,False,0,True,2,29975.89,False,0.5617,56.82,69.76
NS-ML-01256,294007.05,58,Private Ltd,Services,Maharashtra,True,45,True,1,23520.56,False,0.8057,85.18,94.94
NS-ML-01257,2486264.33,30,State Govt,Manufacturing,Uttar Pradesh,True,45,True,2,198901.15,False,0.8433,100.0,130.83
NS-ML-01258,192202.63,133,Private Ltd,Services,Maharashtra,False,0,True,2,15376.21,False,0.6296,64.7,81.76
NS-ML-01259,41558.55,93,PSU,Services,Uttar Pradesh,True,45,True,4,3324.68,False,0.7641,94.73,125.12
NS-ML-01260,365918.67,82,PSU,Services,Delhi,True,45,True,1,29273.49,False,0.8195,100.0,120.69
NS-ML-01261,140213.13,282,Private Ltd,Manufacturing,Gujarat,False,0,True,3,11217.05,False,0.6146,74.88,97.37
NS-ML-01262,163029.93,130,Proprietorship,Manufacturing,Karnataka,True,45,False,4,13042.39,False,0.6645,72.56,97.36
NS-ML-01263,137543.49,75,PSU,Manufacturing,Karnataka,False,0,True,2,11003.48,True,0.7228,81.8,152.68
NS-ML-01264,172741.33,167,Private Ltd,Services,Maharashtra,True,45,True,2,13819.31,False,0.7311,89.94,89.18
NS-ML-01265,175854.31,161,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,2,14068.34,False,0.6752,77.45,64.39
NS-ML-01266,89987.01,81,Private Ltd,Manufacturing,Karnataka,True,45,False,5,7198.96,True,0.7373,82.2,102.59
NS-ML-01267,468852.03,89,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,37508.16,False,0.7557,79.93,107.19
NS-ML-01268,483861.25,65,Private Ltd,Services,Delhi,True,45,True,4,38708.9,False,0.7569,76.15,80.01
NS-ML-01269,202518.33,198,Private Ltd,Services,Tamil Nadu,True,45,False,1,16201.47,False,0.724,82.61,95.14
NS-ML-01270,135188.03,53,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,4,10815.04,False,0.8046,67.55,72.91
NS-ML-01271,162768.31,131,Private Ltd,Manufacturing,Gujarat,False,0,True,1,13021.46,False,0.6061,67.72,85.86
NS-ML-01272,176356.89,80,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,3,14108.55,True,0.7071,66.59,92.56
NS-ML-01273,138675.04,192,Private Ltd,Manufacturing,Maharashtra,False,0,True,5,11094.0,False,0.6642,67.91,56.25
NS-ML-01274,249338.14,214,Private Ltd,Services,Delhi,False,0,False,3,19947.05,True,0.7222,60.59,96.01
NS-ML-01275,718354.09,58,Private Ltd,Manufacturing,Delhi,False,0,True,2,57468.33,False,0.6633,70.43,54.46
NS-ML-01276,150107.13,127,Proprietorship,Manufacturing,Karnataka,True,45,True,4,12008.57,False,0.6298,73.35,82.77
NS-ML-01277,389432.41,50,PSU,Services,Uttar Pradesh,True,45,True,1,31154.59,False,0.7119,100.0,149.95
NS-ML-01278,451123.11,220,Private Ltd,Manufacturing,Maharashtra,False,0,True,2,36089.85,True,0.6268,71.93,80.5
NS-ML-01279,1187946.94,219,Private Ltd,Manufacturing,Tamil Nadu,True,45,False,2,95035.76,False,0.7569,93.42,97.66
NS-ML-01280,650236.91,208,Private Ltd,Manufacturing,Delhi,True,45,True,3,52018.95,False,0.728,95.11,84.54
NS-ML-01281,346149.38,62,Proprietorship,Services,Gujarat,True,45,True,4,27691.95,False,0.7595,67.77,95.06
NS-ML-01282,211340.54,123,Private Ltd,Services,Uttar Pradesh,True,45,False,1,16907.24,False,0.8394,88.12,128.31
NS-ML-01283,1221013.84,184,PSU,Manufacturing,Gujarat,True,45,True,2,97681.11,True,0.7049,96.05,177.82
NS-ML-01284,167131.85,114,Private Ltd,Manufacturing,Karnataka,True,45,False,3,13370.55,False,0.7567,78.37,96.99
NS-ML-01285,129154.8,72,PSU,Services,Gujarat,True,45,True,2,10332.38,False,0.8247,100.0,117.7
NS-ML-01286,792723.17,84,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,2,63417.85,True,0.7302,64.81,100.22
NS-ML-01287,136493.68,107,Private Ltd,Manufacturing,Gujarat,True,45,True,2,10919.49,False,0.7423,86.21,95.71
NS-ML-01288,827416.2,118,Private Ltd,Manufacturing,Delhi,False,0,True,1,66193.3,False,0.7481,76.38,77.04
NS-ML-01289,105422.96,73,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,8433.84,True,0.6459,72.03,118.27
NS-ML-01290,94907.02,94,PSU,Manufacturing,Uttar Pradesh,False,0,True,5,7592.56,False,0.8083,90.15,131.42
NS-ML-01291,513822.01,51,Central Govt,Services,Karnataka,True,45,False,2,41105.76,True,0.7367,96.89,145.06
NS-ML-01292,1007891.39,31,Proprietorship,Services,Gujarat,False,0,True,4,80631.31,False,0.515,66.32,110.04
NS-ML-01293,121924.44,85,Private Ltd,Services,Uttar Pradesh,True,45,True,5,9753.95,False,0.7975,76.54,122.46
NS-ML-01294,735361.38,178,Private Ltd,Services,Gujarat,True,45,True,2,58828.91,True,0.7438,91.39,116.09
NS-ML-01295,125040.93,97,Private Ltd,Services,Maharashtra,True,45,True,5,10003.27,False,0.7666,90.0,61.14
NS-ML-01296,1035022.24,126,Private Ltd,Services,Karnataka,True,45,True,2,82801.78,True,0.7738,86.85,134.45
NS-ML-01297,141785.54,205,PSU,Services,Gujarat,False,0,True,2,11342.84,False,0.7466,77.75,137.28
NS-ML-01298,239905.03,90,PSU,Manufacturing,Delhi,False,0,True,2,19192.4,False,0.6515,87.83,115.44
NS-ML-01299,320912.34,284,Proprietorship,Manufacturing,Karnataka,True,45,False,1,25672.99,True,0.6513,79.82,86.2
NS-ML-01300,328549.47,72,Proprietorship,Manufacturing,Tamil Nadu,False,0,True,1,26283.96,False,0.5453,56.61,60.26
NS-ML-01301,63183.92,39,Private Ltd,Manufacturing,Gujarat,True,45,True,1,5054.71,False,0.826,68.8,86.24
NS-ML-01302,451811.68,36,Central Govt,Manufacturing,Uttar Pradesh,False,0,True,1,36144.93,False,0.7355,81.0,116.59
NS-ML-01303,464878.66,67,Private Ltd,Services,Uttar Pradesh,False,0,True,2,37190.29,False,0.6292,63.55,102.88
