case_id,state,buyer_state,buyer_type,sector,dispute_amount,days_overdue,has_agreement,invoice_count,outcome,recovery_percentage,recovered_amount,stage,resolution_days,month,buyer_gstin,buyer_name,buyer_gst_compliant
NS-DIS-00617,Rajasthan,Rajasthan,PSU,Manufacturing,127865.41,266,False,5,Partial settlement,57,72883.28,UNP_Settled,100,4,18AABCX0472E1ZP,Buyer Entity 472,True
NS-DIS-00618,Rajasthan,Rajasthan,Partnership,Manufacturing,155634.76,159,True,5,Full recovery,100,155634.76,Recovered,65,5,35AABCX0489E1ZP,Buyer Entity 489,True
NS-DIS-00619,Tamil Nadu,Tamil Nadu,Private Ltd,Services,4307326.13,145,True,2,Dismissed,0,0.0,Closed,76,3,07AABCX0006E1ZP,Buyer Entity 006,True
NS-DIS-00620,Tamil Nadu,Tamil Nadu,State Govt,Services,138245.33,71,True,5,Full recovery,100,138245.33,Recovered,92,1,24AABCX0023E1ZP,Buyer Entity 023,True
NS-DIS-00621,Delhi,Uttar Pradesh,Private Ltd,Services,298244.08,146,True,3,Partial settlement,67,199823.53,UNP_Settled,49,5,06AABCX0040E1ZP,Buyer Entity 040,True
NS-DIS-00622,Gujarat,Gujarat,Central Govt,Services,261800.18,79,True,4,Unresolved,25,65450.04,Award_Passed,82,8,23AABCX0057E1ZP,Buyer Entity 057,True
NS-DIS-00623,Others,Others,Proprietorship,Manufacturing,396569.0,172,True,1,In process,23,91210.87,MSEFC_Referred,44,2,05AABCX0074E1ZP,Buyer Entity 074,False
NS-DIS-00624,Maharashtra,Uttar Pradesh,Proprietorship,Services,495335.96,137,True,3,Partial settlement,59,292248.22,UNP_Settled,43,1,22AABCX0091E1ZP,Buyer Entity 091,True
NS-DIS-00625,Others,Others,Proprietorship,Services,97820.35,107,False,5,Partial settlement,82,80212.69,UNP_Settled,41,4,04AABCX0108E1ZP,Buyer Entity 108,False
NS-DIS-00626,Others,Others,Proprietorship,Manufacturing,192543.61,127,True,4,Full recovery,100,192543.61,Recovered,50,12,21AABCX0125E1ZP,Buyer Entity 125,True
NS-DIS-00627,Tamil Nadu,Tamil Nadu,Private Ltd,Manufacturing,310644.97,245,True,5,Full recovery,100,310644.97,Recovered,77,10,03AABCX0142E1ZP,Buyer Entity 142,True
NS-DIS-00628,Uttar Pradesh,Uttar Pradesh,PSU,Manufacturing,139484.35,124,True,1,Dismissed,0,0.0,Closed,115,3,20AABCX0159E1ZP,Buyer Entity 159,True
NS-DIS-00629,Delhi,Delhi,PSU,Services,2101385.56,258,True,2,In process,26,546360.25,Conciliation,145,9,02AABCX0176E1ZP,Buyer Entity 176,True
NS-DIS-00630,Maharashtra,Rajasthan,LLP,Manufacturing,311166.8,129,True,4,Partial settlement,56,174253.41,UNP_Settled,31,10,19AABCX0193E1ZP,Buyer Entity 193,False
NS-DIS-00631,Maharashtra,Maharashtra,LLP,Manufacturing,71826.45,84,True,4,Full recovery,100,71826.45,Recovered,30,3,01AABCX0210E1ZP,Buyer Entity 210,True
NS-DIS-00632,Gujarat,Gujarat,Private Ltd,Services,112699.58,159,False,3,Partial settlement,83,93540.65,UNP_Settled,68,3,18AABCX0227E1ZP,Buyer Entity 227,True
NS-DIS-00633,Delhi,Delhi,Private Ltd,Manufacturing,134853.07,153,False,2,Partial settlement,57,76866.25,UNP_Settled,80,5,35AABCX0244E1ZP,Buyer Entity 244,True
NS-DIS-00634,Delhi,Delhi,PSU,Services,308170.44,76,True,5,Dismissed,0,0.0,Closed,84,2,17AABCX0261E1ZP,Buyer Entity 261,False
NS-DIS-00635,Maharashtra,Maharashtra,Private Ltd,Services,356785.39,183,True,4,Full recovery,100,356785.39,Recovered,61,1,34AABCX0278E1ZP,Buyer Entity 278,True
NS-DIS-00636,Karnataka,Karnataka,LLP,Services,211021.02,157,True,2,Full recovery,100,211021.02,Recovered,96,9,16AABCX0295E1ZP,Buyer Entity 295,False
NS-DIS-00637,Karnataka,Karnataka,Private Ltd,Services,164973.2,228,True,4,Partial settlement,78,128679.1,UNP_Settled,91,11,33AABCX0312E1ZP,Buyer Entity 312,True
NS-DIS-00638,Karnataka,Karnataka,Private Ltd,Manufacturing,212578.0,128,False,4,Partial settlement,85,180691.3,UNP_Settled,44,3,15AABCX0329E1ZP,Buyer Entity 329,True
NS-DIS-00639,Others,Tamil Nadu,Proprietorship,Services,157128.32,72,True,2,Dismissed,0,0.0,Closed,45,6,32AABCX0346E1ZP,Buyer Entity 346,True
NS-DIS-00640,Delhi,Delhi,Private Ltd,Manufacturing,192374.2,298,False,2,Partial settlement,79,151975.62,UNP_Settled,97,4,14AABCX0363E1ZP,Buyer Entity 363,True
NS-DIS-00641,Karnataka,Karnataka,Private Ltd,Services,1640593.57,101,True,3,Partial settlement,88,1443722.34,UNP_Settled,51,4,31AABCX0380E1ZP,Buyer Entity 380,True
NS-DIS-00642,Maharashtra,Maharashtra,PSU,Manufacturing,721303.9,68,False,5,Unresolved,8,57704.31,Award_Passed,59,4,13AABCX0397E1ZP,Buyer Entity 397,True
NS-DIS-00643,Maharashtra,Karnataka,Private Ltd,Services,288757.2,120,True,4,Partial settlement,91,262769.05,UNP_Settled,50,5,30AABCX0414E1ZP,Buyer Entity 414,True
NS-DIS-00644,Tamil Nadu,Tamil Nadu,LLP,Manufacturing,230362.78,76,True,3,Full recovery,100,230362.78,Recovered,68,11,12AABCX0431E1ZP,Buyer Entity 431,True
NS-DIS-00645,Karnataka,Karnataka,Proprietorship,Manufacturing,210120.36,105,True,4,Dismissed,0,0.0,Closed,54,10,29AABCX0448E1ZP,Buyer Entity 448,True
NS-DIS-00646,Others,Others,State Govt,Manufacturing,164781.23,58,True,1,Partial settlement,82,135120.61,UNP_Settled,78,10,11AABCX0465E1ZP,Buyer Entity 465,False
NS-DIS-00647,Others,Others,Private Ltd,Services,357614.9,62,True,5,Full recovery,100,357614.9,Recovered,62,7,28AABCX0482E1ZP,Buyer Entity 482,True
NS-DIS-00648,Delhi,Rajasthan,Private Ltd,Services,1684440.36,202,False,5,Partial settlement,74,1246485.87,UNP_Settled,125,7,10AABCX0499E1ZP,Buyer Entity 499,True
NS-DIS-00649,Others,Others,Private Ltd,Manufacturing,372220.82,137,True,4,Full recovery,100,372220.82,Recovered,82,3,17AABCX0016E1ZP,Buyer Entity 016,True
NS-DIS-00650,Gujarat,Gujarat,Private Ltd,Manufacturing,335210.07,66,True,3,In process,55,184365.54,MSEFC_Referred,58,7,34AABCX0033E1ZP,Buyer Entity 033,True
NS-DIS-00651,Others,Karnataka,Private Ltd,Services,1511325.68,88,True,1,Dismissed,0,0.0,Closed,114,12,16AABCX0050E1ZP,Buyer Entity 050,True
NS-DIS-00652,West Bengal,West Bengal,Private Ltd,Manufacturing,54850.33,90,True,2,In process,48,26328.16,Arbitration,74,4,33AABCX0067E1ZP,Buyer Entity 067,True
NS-DIS-00653,Uttar Pradesh,Uttar Pradesh,Private Ltd,Services,276666.13,110,True,2,In process,38,105133.13,Arbitration,82,5,15AABCX0084E1ZP,Buyer Entity 084,True
NS-DIS-00654,Others,Maharashtra,PSU,Services,991932.62,130,True,2,Partial settlement,73,724110.81,UNP_Settled,99,4,32AABCX0101E1ZP,Buyer Entity 101,True
NS-DIS-00655,West Bengal,West Bengal,Proprietorship,Services,329119.56,280,True,1,Full recovery,100,329119.56,Recovered,106,6,14AABCX0118E1ZP,Buyer Entity 118,True
NS-DIS-00656,Maharashtra,Maharashtra,Proprietorship,Manufacturing,1131750.03,187,True,5,Partial settlement,66,746955.02,UNP_Settled,82,8,31AABCX0135E1ZP,Buyer Entity 135,True
NS-DIS-00657,Gujarat,Gujarat,Private Ltd,Manufacturing,286142.59,140,False,1,Partial settlement,92,263251.18,UNP_Settled,62,9,13AABCX0152E1ZP,Buyer Entity 152,True
NS-DIS-00658,Rajasthan,Rajasthan,PSU,Manufacturing,235204.83,101,True,2,Partial settlement,93,218740.49,UNP_Settled,99,2,30AABCX0169E1ZP,Buyer Entity 169,True
NS-DIS-00659,Maharashtra,Maharashtra,Private Ltd,Manufacturing,143661.45,53,False,5,In process,44,63211.04,MSEFC_Referred,30,10,12AABCX0186E1ZP,Buyer Entity 186,True
NS-DIS-00660,Uttar Pradesh,Uttar Pradesh,PSU,Manufacturing,473500.55,113,True,1,Partial settlement,93,440355.51,UNP_Settled,104,9,29AABCX0203E1ZP,Buyer Entity 203,True
NS-DIS-00661,West Bengal,Uttar Pradesh,Private Ltd,Services,402951.84,78,True,5,Full recovery,100,402951.84,Recovered,57,5,11AABCX0220E1ZP,Buyer Entity 220,False
NS-DIS-00662,Tamil Nadu,Tamil Nadu,Private Ltd,Services,296911.82,162,False,3,Partial settlement,72,213776.51,UNP_Settled,84,6,28AABCX0237E1ZP,Buyer Entity 237,True
NS-DIS-00663,Others,Others,LLP,Manufacturing,776994.83,116,False,3,Unresolved,3,23309.84,Award_Passed,56,6,10AABCX0254E1ZP,Buyer Entity 254,True
NS-DIS-00664,Uttar Pradesh,Uttar Pradesh,Private Ltd,Manufacturing,269473.58,137,False,4,Dismissed,0,0.0,Closed,78,6,27AABCX0271E1ZP,Buyer Entity 271,True
NS-DIS-00665,West Bengal,West Bengal,PSU,Manufacturing,61584.3,390,True,1,Full recovery,100,61584.3,Recovered,156,2,09AABCX0288E1ZP,Buyer Entity 288,False
NS-DIS-00666,Others,Others,Proprietorship,Manufacturing,707416.9,51,False,5,In process,25,176854.23,Arbitration,33,8,26AABCX0305E1ZP,Buyer Entity 305,False
NS-DIS-00667,Maharashtra,Maharashtra,Private Ltd,Services,79586.46,60,True,3,Dismissed,0,0.0,Closed,60,3,08AABCX0322E1ZP,Buyer Entity 322,True
NS-DIS-00668,Others,Delhi,Private Ltd,Manufacturing,87821.73,311,True,2,Partial settlement,67,58840.56,UNP_Settled,90,5,25AABCX0339E1ZP,Buyer Entity 339,True
NS-DIS-00669,Maharashtra,Maharashtra,LLP,Manufacturing,53622.72,77,False,2,Full recovery,100,53622.72,Recovered,54,6,07AABCX0356E1ZP,Buyer Entity 356,True
NS-DIS-00670,Tamil Nadu,Karnataka,Private Ltd,Manufacturing,69707.08,124,False,1,Full recovery,100,69707.08,Recovered,72,5,24AABCX0373E1ZP,Buyer Entity 373,True
NS-DIS-00671,Gujarat,West Bengal,Private Ltd,Services,165101.66,123,False,2,Full recovery,100,165101.66,Recovered,60,4,06AABCX0390E1ZP,Buyer Entity 390,True
NS-DIS-00672,Tamil Nadu,Tamil Nadu,LLP,Manufacturing,1041919.61,71,True,1,Dismissed,0,0.0,Closed,82,7,23AABCX0407E1ZP,Buyer Entity 407,True
NS-DIS-00673,Karnataka,Karnataka,PSU,Services,107655.89,33,False,5,Dismissed,0,0.0,Closed,58,6,05AABCX0424E1ZP,Buyer Entity 424,True
NS-DIS-00674,Gujarat,Uttar Pradesh,PSU,Services,260301.16,138,True,4,Full recovery,100,260301.16,Recovered,90,7,22AABCX0441E1ZP,Buyer Entity 441,False
NS-DIS-00675,Maharashtra,Maharashtra,LLP,Services,396561.8,95,False,5,Partial settlement,72,285524.5,UNP_Settled,65,6,04AABCX0458E1ZP,Buyer Entity 458,True
NS-DIS-00676,Delhi,Delhi,Private Ltd,Services,483515.24,67,True,1,Partial settlement,92,444834.02,UNP_Settled,38,5,21AABCX0475E1ZP,Buyer Entity 475,True
NS-DIS-00677,Tamil Nadu,Tamil Nadu,Proprietorship,Manufacturing,512622.35,127,False,5,Full recovery,100,512622.35,Recovered,76,7,03AABCX0492E1ZP,Buyer Entity 492,True
NS-DIS-00678,West Bengal,Tamil Nadu,Proprietorship,Manufacturing,469964.97,119,False,1,In process,52,244381.78,Arbitration,57,6,10AABCX0009E1ZP,Buyer Entity 009,True
NS-DIS-00679,Maharashtra,Maharashtra,Private Ltd,Services,317118.17,102,True,3,In process,47,149045.54,Conciliation,30,5,27AABCX0026E1ZP,Buyer Entity 026,True
NS-DIS-00680,Rajasthan,Rajasthan,LLP,Manufacturing,71397.77,146,False,2,Full recovery,100,71397.77,Recovered,58,11,09AABCX0043E1ZP,Buyer Entity 043,True
NS-DIS-00681,Gujarat,Maharashtra,Private Ltd,Manufacturing,162414.02,152,False,2,Partial settlement,62,100696.69,UNP_Settled,61,9,26AABCX0060E1ZP,Buyer Entity 060,True
NS-DIS-00682,Delhi,Delhi,PSU,Manufacturing,327549.62,86,True,2,In process,31,101540.38,Arbitration,84,4,08AABCX0077E1ZP,Buyer Entity 077,True
NS-DIS-00683,Maharashtra,Maharashtra,LLP,Services,594083.39,101,True,3,Full recovery,100,594083.39,Recovered,55,6,25AABCX0094E1ZP,Buyer Entity 094,False
NS-DIS-00684,Delhi,Delhi,Private Ltd,Manufacturing,125404.16,157,True,4,Full recovery,100,125404.16,Recovered,63,7,07AABCX0111E1ZP,Buyer Entity 111,True
NS-DIS-00685,Rajasthan,Tamil Nadu,Partnership,Manufacturing,288355.14,56,True,3,Partial settlement,86,247985.42,UNP_Settled,34,1,24AABCX0128E1ZP,Buyer Entity 128,True
NS-DIS-00686,Maharashtra,Maharashtra,Proprietorship,Services,355750.56,80,True,3,Partial settlement,56,199220.31,UNP_Settled,66,6,06AABCX0145E1ZP,Buyer Entity 145,True
NS-DIS-00687,Others,Delhi,Private Ltd,Manufacturing,205660.24,93,True,1,Full recovery,100,205660.24,Recovered,45,4,23AABCX0162E1ZP,Buyer Entity 162,True
NS-DIS-00688,Uttar Pradesh,Maharashtra,Private Ltd,Services,278373.45,81,False,1,Full recovery,100,278373.45,Recovered,85,12,05AABCX0179E1ZP,Buyer Entity 179,True
NS-DIS-00689,Karnataka,West Bengal,PSU,Services,42437.43,336,False,5,In process,37,15701.85,MSEFC_Referred,163,7,22AABCX0196E1ZP,Buyer Entity 196,False
NS-DIS-00690,Uttar Pradesh,Uttar Pradesh,Proprietorship,Manufacturing,715569.84,196,False,1,Partial settlement,94,672635.65,UNP_Settled,80,1,04AABCX0213E1ZP,Buyer Entity 213,True
NS-DIS-00691,Maharashtra,West Bengal,State Govt,Services,343222.84,70,True,4,Full recovery,100,343222.84,Recovered,50,8,21AABCX0230E1ZP,Buyer Entity 230,True
NS-DIS-00692,Others,Others,LLP,Manufacturing,182599.2,68,False,1,Dismissed,0,0.0,Closed,73,3,03AABCX0247E1ZP,Buyer Entity 247,False
NS-DIS-00693,Others,Others,PSU,Manufacturing,644561.0,143,True,1,Partial settlement,72,464083.92,UNP_Settled,108,5,20AABCX0264E1ZP,Buyer Entity 264,False
NS-DIS-00694,Others,Rajasthan,Proprietorship,Manufacturing,347301.69,73,False,5,Full recovery,100,347301.69,Recovered,66,12,02AABCX0281E1ZP,Buyer Entity 281,False
NS-DIS-00695,Rajasthan,Rajasthan,Private Ltd,Manufacturing,324431.9,82,True,5,Partial settlement,65,210880.73,UNP_Settled,64,6,19AABCX0298E1ZP,Buyer Entity 298,False
NS-DIS-00696,Maharashtra,Maharashtra,PSU,Services,106645.86,152,True,3,Full recovery,100,106645.86,Recovered,102,11,01AABCX0315E1ZP,Buyer Entity 315,True
NS-DIS-00697,Gujarat,Gujarat,LLP,Manufacturing,338525.78,184,False,2,In process,43,145566.09,MSEFC_Referred,69,6,18AABCX0332E1ZP,Buyer Entity 332,True
NS-DIS-00698,Rajasthan,Maharashtra,PSU,Services,1430921.59,129,True,4,Full recovery,100,1430921.59,Recovered,122,8,35AABCX0349E1ZP,Buyer Entity 349,False
NS-DIS-00699,Maharashtra,Delhi,PSU,Manufacturing,187430.81,95,True,4,Full recovery,100,187430.81,Recovered,51,10,17AABCX0366E1ZP,Buyer Entity 366,False
NS-DIS-00700,Tamil Nadu,Tamil Nadu,PSU,Services,189248.71,132,True,3,Partial settlement,89,168431.35,UNP_Settled,115,9,34AABCX0383E1ZP,Buyer Entity 383,True
NS-DIS-00701,Delhi,Delhi,LLP,Services,273695.06,56,True,4,Partial settlement,67,183375.69,UNP_Settled,45,7,16AABCX0400E1ZP,Buyer Entity 400,True
NS-DIS-00702,Maharashtra,Rajasthan,PSU,Services,161509.42,95,True,2,Full recovery,100,161509.42,Recovered,73,4,33AABCX0417E1ZP,Buyer Entity 417,False
NS-DIS-00703,Rajasthan,West Bengal,Partnership,Manufacturing,88371.91,54,False,2,Full recovery,100,88371.91,Recovered,49,10,15AABCX0434E1ZP,Buyer Entity 434,True
NS-DIS-00704,Others,Others,Proprietorship,Services,128106.15,114,False,5,Partial settlement,87,111452.35,UNP_Settled,64,8,32AABCX0451E1ZP,Buyer Entity 451,True
NS-DIS-00705,Rajasthan,Rajasthan,Private Ltd,Services,129911.84,130,True,3,Full recovery,100,129911.84,Recovered,41,5,14AABCX0468E1ZP,Buyer Entity 468,True
NS-DIS-00706,Tamil Nadu,Maharashtra,Proprietorship,Manufacturing,59840.86,69,True,3,Full recovery,100,59840.86,Recovered,70,8,31AABCX0485E1ZP,Buyer Entity 485,True
NS-DIS-00707,Delhi,Gujarat,PSU,Manufacturing,658950.24,180,True,2,Partial settlement,82,540339.2,UNP_Settled,100,3,03AABCX0002E1ZP,Buyer Entity 002,True
NS-DIS-00708,Karnataka,Karnataka,Private Ltd,Manufacturing,234575.37,187,False,4,Full recovery,100,234575.37,Recovered,83,1,20AABCX0019E1ZP,Buyer Entity 019,False
NS-DIS-00709,West Bengal,West Bengal,PSU,Manufacturing,82193.71,61,True,4,Full recovery,100,82193.71,Recovered,83,4,02AABCX0036E1ZP,Buyer Entity 036,True
NS-DIS-00710,Others,Karnataka,Private Ltd,Manufacturing,133992.76,194,True,5,Partial settlement,69,92455.0,UNP_Settled,74,3,19AABCX0053E1ZP,Buyer Entity 053,True
NS-DIS-00711,Rajasthan,Rajasthan,Private Ltd,Manufacturing,101872.42,190,True,2,Full recovery,100,101872.42,Recovered,79,4,01AABCX0070E1ZP,Buyer Entity 070,True
NS-DIS-00712,West Bengal,Rajasthan,LLP,Services,462442.89,85,False,1,Partial settlement,90,416198.6,UNP_Settled,30,3,18AABCX0087E1ZP,Buyer Entity 087,False
NS-DIS-00713,Karnataka,Karnataka,PSU,Services,34033.17,211,False,2,Full recovery,100,34033.17,Recovered,96,6,35AABCX0104E1ZP,Buyer Entity 104,True
NS-DIS-00714,Gujarat,Rajasthan,Central Govt,Manufacturing,915623.58,139,True,3,Full recovery,100,915623.58,Recovered,75,4,17AABCX0121E1ZP,Buyer Entity 121,False
NS-DIS-00715,Others,Others,Proprietorship,Services,1170676.9,353,True,3,Full recovery,100,1170676.9,Recovered,125,4,34AABCX0138E1ZP,Buyer Entity 138,True
NS-DIS-00716,Maharashtra,Maharashtra,LLP,Services,61786.72,62,False,4,Unresolved,14,8650.14,Award_Passed,32,12,16AABCX0155E1ZP,Buyer Entity 155,False
NS-DIS-00717,Uttar Pradesh,Rajasthan,Private Ltd,Manufacturing,73238.18,170,True,1,Full recovery,100,73238.18,Recovered,115,7,33AABCX0172E1ZP,Buyer Entity 172,False
NS-DIS-00718,Karnataka,Karnataka,PSU,Manufacturing,356302.44,101,False,5,In process,52,185277.27,MSEFC_Referred,98,11,15AABCX0189E1ZP,Buyer Entity 189,False
NS-DIS-00719,Others,Others,Private Ltd,Manufacturing,75389.83,98,True,1,Full recovery,100,75389.83,Recovered,31,6,32AABCX0206E1ZP,Buyer Entity 206,True
NS-DIS-00720,Rajasthan,Uttar Pradesh,Partnership,Services,101858.62,232,False,1,In process,42,42780.62,Conciliation,90,2,14AABCX0223E1ZP,Buyer Entity 223,True
NS-DIS-00721,Maharashtra,Gujarat,Private Ltd,Manufacturing,263223.79,160,True,5,Partial settlement,87,229004.7,UNP_Settled,57,5,31AABCX0240E1ZP,Buyer Entity 240,False
NS-DIS-00722,Others,Others,Proprietorship,Services,57514.6,119,True,5,Full recovery,100,57514.6,Recovered,55,5,13AABCX0257E1ZP,Buyer Entity 257,True
NS-DIS-00723,Tamil Nadu,Gujarat,Private Ltd,Manufacturing,113429.31,114,True,4,Dismissed,0,0.0,Closed,63,7,30AABCX0274E1ZP,Buyer Entity 274,True
NS-DIS-00724,Gujarat,Karnataka,Proprietorship,Services,50726.82,85,False,1,Partial settlement,74,37537.85,UNP_Settled,79,3,12AABCX0291E1ZP,Buyer Entity 291,True
NS-DIS-00725,Tamil Nadu,West Bengal,Private Ltd,Services,276611.34,63,True,3,Full recovery,100,276611.34,Recovered,42,6,29AABCX0308E1ZP,Buyer Entity 308,True
NS-DIS-00726,Maharashtra,Maharashtra,PSU,Manufacturing,310440.93,70,False,1,Full recovery,100,310440.93,Recovered,93,4,11AABCX0325E1ZP,Buyer Entity 325,True
NS-DIS-00727,Uttar Pradesh,Tamil Nadu,Private Ltd,Manufacturing,1056280.42,55,True,3,Unresolved,13,137316.45,Award_Passed,89,11,28AABCX0342E1ZP,Buyer Entity 342,False
NS-DIS-00728,Maharashtra,Maharashtra,Private Ltd,Services,458101.83,82,True,1,Dismissed,0,0.0,Closed,56,4,10AABCX0359E1ZP,Buyer Entity 359,True
NS-DIS-00729,Others,West Bengal,Private Ltd,Manufacturing,142148.57,212,True,2,In process,47,66809.83,Arbitration,81,10,27AABCX0376E1ZP,Buyer Entity 376,True
NS-DIS-00730,Maharashtra,Maharashtra,PSU,Services,351988.99,139,True,1,In process,59,207673.5,Arbitration,64,1,09AABCX0393E1ZP,Buyer Entity 393,True
NS-DIS-00731,Tamil Nadu,Tamil Nadu,Private Ltd,Services,592104.72,152,True,5,In process,39,230920.84,Arbitration,68,11,26AABCX0410E1ZP,Buyer Entity 410,True
NS-DIS-00732,Maharashtra,Maharashtra,Proprietorship,Services,1402811.68,76,True,4,In process,20,280562.34,Conciliation,81,7,08AABCX0427E1ZP,Buyer Entity 427,True
NS-DIS-00733,Maharashtra,Delhi,Proprietorship,Manufacturing,346934.41,203,False,5,In process,27,93672.29,Arbitration,68,6,25AABCX0444E1ZP,Buyer Entity 444,True
NS-DIS-00734,Karnataka,Karnataka,Private Ltd,Services,79366.18,94,True,3,Full recovery,100,79366.18,Recovered,30,2,07AABCX0461E1ZP,Buyer Entity 461,True
NS-DIS-00735,Uttar Pradesh,Karnataka,PSU,Manufacturing,441206.02,106,True,2,Full recovery,100,441206.02,Recovered,116,10,24AABCX0478E1ZP,Buyer Entity 478,True
NS-DIS-00736,Uttar Pradesh,Delhi,Private Ltd,Services,111608.26,60,True,5,Full recovery,100,111608.26,Recovered,60,8,06AABCX0495E1ZP,Buyer Entity 495,True
NS-DIS-00737,Others,Others,State Govt,Manufacturing,133758.05,170,True,3,Partial settlement,71,94968.22,UNP_Settled,106,12,13AABCX0012E1ZP,Buyer Entity 012,True
NS-DIS-00738,West Bengal,West Bengal,Private Ltd,Manufacturing,543619.23,38,True,2,Full recovery,100,543619.23,Recovered,55,4,30AABCX0029E1ZP,Buyer Entity 029,True
NS-DIS-00739,Others,Others,Proprietorship,Manufacturing,938807.37,77,False,5,Partial settlement,58,544508.27,UNP_Settled,36,7,12AABCX0046E1ZP,Buyer Entity 046,False
NS-DIS-00740,West Bengal,West Bengal,Private Ltd,Manufacturing,905481.39,70,True,3,Full recovery,100,905481.39,Recovered,62,5,29AABCX0063E1ZP,Buyer Entity 063,True
NS-DIS-00741,Uttar Pradesh,Uttar Pradesh,PSU,Services,324578.52,200,True,1,Dismissed,0,0.0,Closed,111,2,11AABCX0080E1ZP,Buyer Entity 080,True
NS-DIS-00742,Rajasthan,Rajasthan,Partnership,Manufacturing,189860.22,181,True,3,Dismissed,0,0.0,Closed,89,2,28AABCX0097E1ZP,Buyer Entity 097,True
NS-DIS-00743,Tamil Nadu,Tamil Nadu,PSU,Manufacturing,499561.9,86,True,2,Full recovery,100,499561.9,Recovered,84,11,10AABCX0114E1ZP,Buyer Entity 114,True
NS-DIS-00744,Others,Others,Partnership,Services,503123.29,181,False,3,Dismissed,0,0.0,Closed,73,4,27AABCX0131E1ZP,Buyer Entity 131,True
NS-DIS-00745,Others,Rajasthan,Private Ltd,Manufacturing,893166.6,100,True,2,Dismissed,0,0.0,Closed,50,4,09AABCX0148E1ZP,Buyer Entity 148,True
NS-DIS-00746,Tamil Nadu,Maharashtra,Partnership,Services,282817.41,67,False,2,In process,35,98986.09,Conciliation,42,4,26AABCX0165E1ZP,Buyer Entity 165,False
NS-DIS-00747,Uttar Pradesh,Uttar Pradesh,Private Ltd,Services,274879.17,124,True,1,Unresolved,13,35734.29,Award_Passed,71,10,08AABCX0182E1ZP,Buyer Entity 182,True
NS-DIS-00748,Maharashtra,Maharashtra,LLP,Manufacturing,99183.92,95,True,2,In process,38,37689.89,MSEFC_Referred,54,2,25AABCX0199E1ZP,Buyer Entity 199,True
NS-DIS-00749,Uttar Pradesh,Uttar Pradesh,Private Ltd,Manufacturing,192437.56,83,False,4,Dismissed,0,0.0,Closed,99,12,07AABCX0216E1ZP,Buyer Entity 216,False
NS-DIS-00750,Delhi,Delhi,Private Ltd,Services,420069.36,46,True,3,Dismissed,0,0.0,Closed,41,11,24AABCX0233E1ZP,Buyer Entity 233,True
NS-DIS-00751,Tamil Nadu,Tamil Nadu,Proprietorship,Manufacturing,82512.33,91,True,5,Full recovery,100,82512.33,Recovered,57,6,06AABCX0250E1ZP,Buyer Entity 250,True
NS-DIS-00752,Maharashtra,Maharashtra,Private Ltd,Manufacturing,409040.82,111,True,1,In process,34,139073.88,Conciliation,50,7,23AABCX0267E1ZP,Buyer Entity 267,False
NS-DIS-00753,Maharashtra,Maharashtra,LLP,Services,593688.02,58,True,5,In process,45,267159.61,Arbitration,33,9,05AABCX0284E1ZP,Buyer Entity 284,True
NS-DIS-00754,Maharashtra,Maharashtra,Private Ltd,Manufacturing,429717.78,178,True,3,In process,26,111726.62,MSEFC_Referred,85,11,22AABCX0301E1ZP,Buyer Entity 301,True
NS-DIS-00755,West Bengal,West Bengal,Private Ltd,Services,127950.02,100,True,4,Partial settlement,91,116434.52,UNP_Settled,37,6,04AABCX0318E1ZP,Buyer Entity 318,True
NS-DIS-00756,Karnataka,Karnataka,PSU,Services,747336.59,291,False,5,Full recovery,100,747336.59,Recovered,137,10,21AABCX0335E1ZP,Buyer Entity 335,True
NS-DIS-00757,Maharashtra,Maharashtra,Private Ltd,Manufacturing,693092.03,59,False,3,In process,53,367338.78,Conciliation,47,12,03AABCX0352E1ZP,Buyer Entity 352,True
NS-DIS-00758,Gujarat,Gujarat,PSU,Services,3173620.22,143,True,2,In process,31,983822.27,Arbitration,109,6,20AABCX0369E1ZP,Buyer Entity 369,True
NS-DIS-00759,Karnataka,Karnataka,PSU,Manufacturing,474374.79,151,False,2,Partial settlement,91,431681.06,UNP_Settled,91,2,02AABCX0386E1ZP,Buyer Entity 386,True
NS-DIS-00760,Others,Others,State Govt,Services,2617451.23,116,True,3,Full recovery,100,2617451.23,Recovered,115,7,19AABCX0403E1ZP,Buyer Entity 403,False
NS-DIS-00761,Karnataka,Karnataka,Private Ltd,Manufacturing,157095.2,111,False,2,Full recovery,100,157095.2,Recovered,53,4,01AABCX0420E1ZP,Buyer Entity 420,True
NS-DIS-00762,Maharashtra,Maharashtra,Private Ltd,Manufacturing,2133764.88,281,True,5,In process,21,448090.62,Arbitration,143,12,18AABCX0437E1ZP,Buyer Entity 437,True
NS-DIS-00763,Rajasthan,Rajasthan,State Govt,Manufacturing,203771.17,127,True,1,Full recovery,100,203771.17,Recovered,80,5,35AABCX0454E1ZP,Buyer Entity 454,False
NS-DIS-00764,Tamil Nadu,Delhi,LLP,Services,434713.83,53,True,1,Partial settlement,72,312993.96,UNP_Settled,36,1,17AABCX0471E1ZP,Buyer Entity 471,True
NS-DIS-00765,Uttar Pradesh,Uttar Pradesh,LLP,Services,490766.85,117,True,1,Full recovery,100,490766.85,Recovered,78,2,34AABCX0488E1ZP,Buyer Entity 488,False
